CIFAR10_iid,,,CIFAR10_niid,,,CIFAR100_iid,,,CIFAR100_niid,,,Shakespeare_iid,,,Shakespeare_niid,,,Cora_iid,,,Cora_niid,,,CiteSeer_iid,,,CiteSeer_niid,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy
FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,
45,85.46,,69,76.42,,170,63.72,,51,40.8,,61,43.37160752,,74,22.59100215,,37,66,,55,38.9,,170,74,,105,68.66666667
46,85.87,,70,68.84,,171,63.6,,52,43.93,,62,42.74530271,,75,22.78958582,,38,67.66666667,,56,45.1,,171,74,,106,52
47,86.11,,71,72.48,,172,63.76,,53,41.64,,63,43.01931106,,76,22.24541422,,39,72,,57,58.8,,172,73.66666667,,107,68
48,85.88,,72,73.9,,173,63.65,,54,46.71,,64,43.42379958,,77,22.42875527,,40,71.33333333,,58,56.7,,173,73.33333333,,108,67
49,85.89,,73,69.18,,174,63.53,,55,43.83,,65,43.03235908,,78,23.26989959,,41,67.33333333,,59,53.9,,174,72.66666667,,109,70.33333333
50,86.43,,74,59.77,,175,63.95,,56,42.5,,66,42.94102296,,79,24.86279323,,42,70,,60,57.3,,175,72.33333333,,110,68.66666667
51,86.1,,75,74.99,,176,64.07,,57,42.54,,67,43.13674322,,80,24.44911802,,43,69.66666667,,61,45.1,,176,72.66666667,,111,60.33333333
52,86.03,,76,65.65,,177,63.99,,58,43.98,,68,43.56732777,,81,24.52815889,,44,71,,62,51.1,,177,73.66666667,,112,44.66666667
53,86.15,,77,67.74,,178,63.5,,59,45.04,,69,43.63256785,,82,27.08336811,,45,68.66666667,,63,58.3,,178,73.66666667,,113,64.66666667
54,86.31,,78,78.72,,179,63.73,,60,42.91,,70,43.63256785,,83,24.69503516,,46,75,,64,61.9,,179,73.66666667,,114,63.66666667
55,86.41,,79,71.55,,180,63.41,,61,42.52,,71,43.34551148,,84,25.88872461,,47,74.33333333,,65,59.2,,180,73.66666667,,MOON,
56,86.41,,80,65.71,,181,63.75,,62,44.21,,72,43.72390397,,MOON,,,48,73,,66,63,,181,73.33333333,,0,3.966914685
57,85.95,,81,74.12,,182,63.36,,63,43.08,,73,43.95876827,,0,0.782881002,,49,78,,67,63.6,,182,73.33333333,,1,26.41605596
58,86.37,,82,71.58,,183,63.95,,64,43.81,,74,43.68475992,,0,12.94363257,,50,79.66666667,,68,59.4,,183,73.66666667,,2,27.06999145
59,86.61,,83,77.5,,184,63.56,,65,44.28,,75,43.14979123,,1,12.46085595,,51,79,,69,62.5,,184,72.33333333,,3,26.50666474
60,86.46,,84,65.59,,185,63.64,,66,46.13,,76,43.24112735,,2,12.52609603,,52,78,,70,61,,FedProx,,,4,31.28252488
61,86.55,,85,71.62,,186,63.85,,67,44.48,,77,43.9065762,,3,14.065762,,53,80,,71,54.8,,0,7.666666667,,5,26.75357947
62,86.72,,86,71.44,,187,63.44,,68,43.46,,78,43.69780793,,4,11.12995825,,54,81,,72,64.5,,1,7.666666667,,6,32.42043124
63,86.75,,87,73.11,,188,63.75,,69,45.87,,79,44.2197286,,5,15.59237996,,55,81.33333333,,73,64.4,,2,15.33333333,,7,31.19984176
64,86.85,,88,74.21,,189,63.69,,70,46.42,,80,43.73695198,,6,22.31210856,,56,79.33333333,,74,63.2,,3,69,,8,62.61557244
65,85.78,,89,70.62,,190,63.89,,71,45.92,,81,44.27192067,,7,23.23851775,,57,80.33333333,,75,63.8,,4,68.66666667,,9,31.71659181
66,86.52,,90,65.74,,191,63.72,,72,45.76,,82,43.69780793,,8,17.05375783,,58,79.66666667,,76,64.7,,5,42.66666667,,10,62.92882861
67,86.8,,91,70.96,,192,63.65,,73,45.15,,83,43.99791232,,9,19.19363257,,59,75.33333333,,77,60.6,,6,37.66666667,,11,47.4353195
68,86.96,,92,72.31,,193,63.7,,74,46.16,,84,44.05010438,,10,16.89718163,,60,78,,78,59.7,,7,37.66666667,,12,59.43654419
69,86.88,,93,72.96,,194,63.96,,75,46.37,,85,43.84133612,,11,16.68841336,,61,81.66666667,,79,65.2,,8,64.66666667,,13,60.81923791
70,86.37,,94,71.84,,195,63.97,,76,46.21,,86,44.65031315,,12,24.96085595,,62,80.33333333,,80,62.3,,9,42.66666667,,14,36.76155003
71,86.62,,95,72.75,,FedProx,,,77,46.9,,87,44.40240084,,13,15.08350731,,63,80,,81,62.1,,10,37.66666667,,15,33.98265013
72,86.48,,96,68.8,,0,1.33,,78,46.33,,88,44.07620042,,14,17.43215031,,64,81.33333333,,82,60.8,,11,47.33333333,,16,60.65677158
73,86.19,,97,67.05,,1,13.52,,79,45.12,,89,44.6111691,,15,24.56941545,,65,83.66666667,,83,65.6,,12,65,,17,56.09741318
74,87.03,,98,76.33,,2,21.7,,80,46.39,,90,44.72860125,,16,22.80793319,,66,82,,84,59.7,,13,70,,18,35.47855841
75,86.89,,99,73.92,,3,27.66,,81,46.08,,91,44.70250522,,17,17.91492693,,67,82.66666667,,85,63.9,,14,67.33333333,,19,62.21537244
76,87.2,,MOON,,,4,32.61,,82,46.65,,92,44.83298539,,18,23.29070981,,68,80.66666667,,86,61.6,,15,69,,20,60.83206709
77,86.51,,0,10.06,,5,35.85,,83,49.16,,93,44.62421712,,19,18.39770355,,69,81.66666667,,87,58.1,,16,69.66666667,,21,37.96245077
78,87.01,,1,28.35,,6,38.31,,84,46.36,,94,44.6111691,,20,23.00365344,,70,80.33333333,,88,51.4,,17,64.66666667,,22,64.99923946
79,87.02,,2,28.87,,7,40.43,,85,47.67,,MOON,,,21,23.434238,,71,79,,89,62.9,,18,60.66666667,,23,58.25899317
80,87.37,,3,37.62,,8,41.85,,86,46.04,,0,0.013048017,,22,27.15292276,,72,83.33333333,,90,61.6,,19,65,,24,61.78501765
81,86.73,,4,43.16,,9,43.47,,87,46.16,,1,19.48068894,,23,18.5151357,,73,83,,91,58.3,,20,68,,25,38.14368073
82,86.9,,5,36,,10,45.26,,88,46.18,,2,24.09968685,,24,17.56263048,,74,78.33333333,,92,57.7,,21,69.66666667,,26,64.06683925
83,87.16,,6,48.21,,11,45.72,,89,45.94,,3,26.53966597,,25,14.63987474,,75,82,,93,60.2,,22,68.33333333,,27,60.83156193
84,87.17,,7,41.9,,12,46.18,,90,45.89,,4,30.41492693,,26,20.5506263,,76,82,,94,61.9,,23,69.66666667,,28,33.81753663
85,87.36,,8,37.14,,13,48.18,,91,48.44,,5,32.51565762,,27,17.62787056,,77,82.33333333,,95,58.7,,24,69.33333333,,29,64.05314854
86,87.57,,9,42.54,,14,48.7,,92,44.14,,6,32.51565762,,28,23.46033403,,78,82.66666667,,96,60.9,,25,69.66666667,,30,42.04110611
87,86.95,,10,54.8,,15,48.77,,93,46.55,,7,33.97703549,,29,26.23956159,,79,83.33333333,,97,62.7,,26,70,,31,37.55643084
88,87.38,,11,56.76,,16,49.08,,94,47.95,,8,35.79070981,,30,26.61795407,,80,84,,98,59.2,,27,69.66666667,,32,65.83633961
89,87.51,,12,59.73,,17,50.27,,95,45.9,,9,36.26043841,,31,26.10908142,,81,83,,99,64.2,,28,69.33333333,,33,64.60306985
90,87.08,,13,46.22,,18,50.13,,96,47.42,,10,37.48695198,,32,27.29645094,,82,81.66666667,,100,59.1,,29,69.33333333,,34,63.85390906
91,87.13,,14,36,,19,51.06,,97,46.18,,11,37.70876827,,33,31.06732777,,83,81.33333333,,101,57.7,,30,69.33333333,,35,63.05052755
92,87.17,,15,35.39,,20,51.83,,98,48.51,,12,38.96137787,,34,31.10647182,,84,79,,102,64.9,,31,69.66666667,,36,56.62581555
93,87.18,,16,46.56,,21,52.41,,99,46.78,,13,38.88308977,,35,26.67014614,,85,79.33333333,,103,64.7,,32,70.33333333,,37,39.06923867
94,87.11,,17,56.29,,22,53.08,,100,45.58,,14,39.82254697,,36,23.72129436,,86,84.66666667,,104,63.4,,33,70.66666667,,38,35.08099081
95,87.06,,18,48.71,,23,53.42,,101,50.67,,15,39.92693111,,37,20.28966597,,87,81,,105,63.6,,34,70,,39,36.54566928
96,87.53,,19,57.17,,24,53.45,,102,47.25,,16,40.65762004,,38,28.71868476,,88,81.33333333,,106,64.2,,35,70,,40,56.15164771
97,87.57,,20,44.37,,25,53.84,,103,48.25,,17,40.29227557,,39,27.53131524,,89,84.66666667,,107,65.2,,36,70,,41,52.33698569
98,87.24,,21,45.59,,26,54.27,,104,48.94,,18,40.82724426,,40,25.16962422,,90,82.66666667,,108,64.6,,37,71.33333333,,42,62.08951472
99,87.3,,22,50.58,,27,54.78,,105,48.01,,19,41.04906054,,41,27.13987474,,91,82,,109,64.5,,38,71,,43,65.65427255
100,87.72,,23,50.39,,28,54.82,,106,48.64,,20,41.67536534,,42,30.42797495,,92,80,,110,66.2,,39,72.66666667,,44,65.21746242
101,87.23,,24,57.67,,29,54.95,,107,47.57,,21,41.53183716,,43,31.5631524,,93,82,,111,63.9,,40,72.33333333,,45,63.9185332
102,87.13,,25,49.66,,30,55.61,,108,48.68,,22,41.70146138,,44,29.64509395,,94,79.66666667,,112,64.7,,41,72.66666667,,46,63.38910897
103,87.03,,26,52.22,,31,55.57,,109,48.63,,23,41.9493737,,45,31.70668058,,95,79,,113,65.5,,42,72,,47,62.4335828
104,87.25,,27,56.1,,32,55.81,,110,48.21,,24,42.32776618,,46,31.08037578,,96,79.66666667,,114,65,,43,73,,48,62.15480057
105,87.57,,28,46.37,,33,55.85,,111,47.04,,25,42.35386221,,47,29.20146138,,97,80,,115,64.3,,44,72,,49,60.0653205
106,87.37,,29,47.97,,34,56.46,,112,48.42,,26,42.86273486,,48,30.97599165,,98,83.33333333,,116,64.6,,45,72,,50,56.44813287
107,87.51,,30,51.36,,35,56.92,,113,49.28,,27,42.71920668,,49,29.03183716,,99,84,,117,64.5,,46,72.33333333,,51,54.22689062
108,87.67,,31,60.91,,36,55.92,,114,50.16,,28,42.83663883,,50,28.87526096,,100,81.66666667,,118,61.9,,47,73.33333333,,52,59.4742164
109,87.61,,32,52.8,,37,56.99,,115,50.38,,29,43.41075157,,51,28.99269311,,101,82.66666667,,119,65.7,,48,73.33333333,,53,62.7539908
110,87.65,,33,55.41,,38,57.34,,116,49.96,,30,43.44989562,,52,32.69832985,,102,83,,120,65.8,,49,72.33333333,,54,61.75308538
111,87.56,,34,58.98,,39,58.05,,117,49.55,,31,43.44989562,,53,30.33663883,,103,83.66666667,,121,66.1,,50,72.33333333,,55,60.34912889
112,87.42,,35,47.03,,40,57.64,,MOON,,,32,44.11534447,,54,30.12787056,,MOON,,,122,66.3,,51,72,,56,61.12446655
113,87.53,,36,57.81,,41,57.81,,0,0.91,,33,43.65866388,,55,29.8408142,,0,11.33333333,,123,63.8,,52,73.33333333,,57,67.92890398
114,87.81,,37,42.96,,42,58.12,,1,10.73,,34,44.24582463,,56,29.86691023,,1,12.33333333,,124,64.9,,53,73.33333333,,58,62.80871253
115,87.8,,38,66.15,,43,58.31,,2,14.48,,35,44.38935282,,57,25.97860125,,2,11.33333333,,125,63.6,,54,72.33333333,,59,62.40590885
116,87.57,,39,60.62,,44,58.11,,3,16.7,,36,44.532881,,58,25.63935282,,3,34.66666667,,126,65.8,,55,73,,60,59.238982
117,87.21,,40,65.62,,45,58.07,,4,19.81,,37,44.57202505,,59,29.50156576,,4,35.66666667,,127,65.5,,56,72,,61,63.21233903
118,87.88,,41,62.1,,46,59.16,,5,20.96,,38,45.04175365,,60,28.71868476,,5,37,,128,65.9,,57,73.66666667,,62,61.59943756
119,87.73,,42,61.99,,47,59.01,,6,25.36,,39,45.0026096,,61,31.8763048,,6,35.66666667,,MOON,,,58,72.66666667,,63,59.07938688
120,87.93,,43,63.12,,48,58.66,,7,24.08,,40,45.36795407,,62,30.67588727,,7,36,,0,7,,59,73,,64,54.94947143
MOON,,,44,60.32,,49,59.04,,8,23.12,,41,45.06784969,,63,31.94154489,,8,35,,1,8,,60,73.66666667,,65,52.58795128
0,13.53,,45,61.53,,50,58.89,,9,25.75,,42,45.06784969,,64,30.32359081,,9,35,,2,6.666666667,,61,72.33333333,,66,55.68482216
1,66.75,,46,56.21,,51,59.87,,10,25.85,,43,45.69415449,,65,27.90970772,,10,35,,3,15.66666667,,62,73,,67,58.23984446
2,74.49,,47,66.78,,52,60.08,,11,27.49,,44,45.64196242,,66,27.89665971,,11,35,,4,15.66666667,,63,72.66666667,,68,59.66457042
3,78.19,,48,64,,53,59.97,,12,30.38,,45,45.74634656,,67,29.7625261,,12,35,,5,15.66666667,,64,73.33333333,,69,62.9127528
4,79.55,,49,64.85,,54,60.23,,13,29.84,,46,46.42484342,,68,30.50626305,,13,35,,6,15.66666667,,65,70.33333333,,70,60.2600078
5,82.83,,50,64.66,,55,60.29,,14,31.1,,47,46.16388309,,69,30.19311065,,14,38,,7,15.66666667,,66,70,,71,63.7234026
6,83.29,,51,56.73,,56,60.36,,15,30.36,,48,46.54227557,,70,32.60699374,,15,40.33333333,,8,15.66666667,,67,70,,72,63.09270017
7,84.23,,52,60.32,,57,60.3,,16,33.39,,49,46.51617954,,71,32.22860125,,16,49,,9,15.66666667,,68,71,,73,62.3242792
8,84.65,,53,43.71,,58,60.24,,17,33.24,,50,46.33350731,,72,29.80167015,,17,43,,10,15.66666667,,69,71,,74,64.52514617
9,84.86,,54,59.45,,59,60.55,,18,35.29,,51,46.69885177,,73,32.78966597,,18,49.33333333,,11,15.66666667,,70,72,,75,60.11144309
10,85.75,,55,57.18,,60,60.68,,19,36.11,,52,46.59446764,,74,32.38517745,,19,47.33333333,,12,19.33333333,,71,70,,76,63.96407064
11,85.74,,56,61.1,,61,60.58,,20,37.02,,53,46.67275574,,75,32.00678497,,20,53.66666667,,13,23.33333333,,72,70.66666667,,77,64.0681733
12,86.46,,57,49.93,,62,61.03,,21,38.35,,54,46.64665971,,Def-KT,,,21,49.66666667,,14,27.66666667,,73,70.66666667,,78,62.20695103
13,86.57,,58,62.14,,63,61.02,,22,35.87,,55,46.73799582,,0,1.42223382,,22,52.33333333,,15,28,,74,70.33333333,,79,65.68756793
14,86.52,,59,65.37,,64,60.65,,23,35.49,,56,46.88152401,,0,27.00939457,,23,52.66666667,,16,28,,75,71,,80,64.8441495
15,87.22,,60,67.11,,65,61.08,,24,37.74,,57,46.98590814,,1,27.90970772,,24,54,,17,28,,76,72.66666667,,81,64.10774432
16,87.18,,61,66.22,,66,61.76,,25,38.44,,58,46.95981211,,2,28.62734864,,25,56.66666667,,18,28,,77,71.66666667,,82,60.92987969
17,88.38,,62,69.84,,67,61.05,,26,40.7,,59,47.40344468,,3,29.41022965,,26,56.33333333,,19,27.33333333,,78,69.33333333,,83,64.75931778
18,87.09,,63,42.35,,68,61.19,,27,39.31,,60,47.83402923,,4,29.51461378,,27,55.66666667,,20,28.66666667,,79,71.33333333,,84,61.05781393
19,86.71,,64,67.79,,69,61.61,,28,40.87,,61,47.72964509,,5,16.08820459,,28,57.33333333,,21,28,,80,71.33333333,,85,64.66540937
20,87.74,,65,66.73,,70,61.52,,29,37.94,,62,47.82098121,,6,16.76670146,,29,59.33333333,,22,28,,81,70.66666667,,86,62.47283054
21,88.03,,66,47.38,,71,61.65,,30,38.97,,63,47.35125261,,7,9.655532359,,30,59.66666667,,23,28,,82,71.33333333,,87,66.6513918
22,87.99,,67,63.06,,72,61.68,,31,39.98,,64,47.87317328,,8,17.4973904,,31,61,,24,34,,83,70.33333333,,88,64.16442953
23,88.31,,68,47.92,,73,61.66,,32,39.91,,65,48.10803758,,9,13.29592902,,32,61.33333333,,25,49.33333333,,84,70.33333333,,89,63.94291373
24,87.9,,69,69.58,,74,61.62,,33,39.26,,66,47.84707724,,10,12.83924843,,33,66.66666667,,26,55,,85,69.66666667,,90,67.41155183
25,88.35,,70,67.01,,75,61.95,,34,40.85,,67,48.13413361,,11,28.83611691,,34,67.33333333,,27,53.66666667,,86,68.33333333,,91,65.69984062
26,88.82,,71,65.03,,76,61.88,,35,39.12,,68,48.2776618,,12,30.57150313,,35,63,,28,54,,87,69,,92,62.64304341
27,88.49,,72,50.95,,77,61.77,,36,38.74,,69,47.83402923,,13,11.80845511,,36,66.33333333,,29,55.33333333,,88,69,,93,65.31474999
28,88.93,,73,73.39,,78,62.15,,37,40.61,,70,48.02974948,,14,19.32411273,,37,69.66666667,,30,55.33333333,,89,70.33333333,,94,62.09373391
29,88.89,,74,61.69,,79,61.95,,38,45.28,,71,48.04279749,,15,12.04331942,,38,70,,31,48,,90,70.66666667,,95,65.38516518
30,88.71,,75,67.4,,80,62.17,,39,42.49,,72,48.25156576,,16,12.05636743,,39,66.66666667,,32,31,,91,69.33333333,,96,64.52863519
31,88.69,,76,67.17,,81,62.45,,40,42.74,,73,48.31680585,,17,12.8131524,,40,69.33333333,,33,29.66666667,,92,70,,97,65.14219404
32,89.05,,77,64.76,,82,62.72,,41,40.84,,74,48.39509395,,18,18.9848643,,41,68,,34,30.33333333,,93,70.33333333,,98,63.44299329
33,89.06,,78,66.47,,83,62.41,,42,42.72,,75,48.22546973,,19,30.24530271,,42,69.33333333,,35,33.66666667,,94,69.66666667,,99,63.79786119
34,89.14,,79,68.2,,84,62.32,,43,42.53,,76,48.7473904,,20,30.20615866,,43,71.33333333,,36,41.33333333,,95,70,,100,66.56673391
35,89.24,,80,61.29,,85,62.96,,44,43.27,,77,48.60386221,,21,19.48068894,,44,67.66666667,,37,50.66666667,,96,71,,101,63.9546246
36,89.13,,81,69.26,,86,62.62,,45,43.64,,78,48.72129436,,22,30.3888309,,45,71,,38,52.33333333,,97,71,,102,63.06235327
37,89.15,,82,63.02,,87,62.66,,46,45.06,,79,48.60386221,,23,16.49269311,,46,77,,39,54.66666667,,98,70.66666667,,103,64.33238937
38,89.59,,83,68.98,,88,63.02,,47,44.29,,80,48.57776618,,24,13.88308977,,47,76,,40,55,,99,71.66666667,,104,64.51910285
39,89.14,,84,66.94,,89,63.16,,48,42.21,,81,49.0605428,,25,29.94519833,,48,75.66666667,,41,55,,100,71.66666667,,105,63.53841659
40,88.99,,85,70.52,,90,62.95,,49,44.72,,82,48.70824635,,26,29.684238,,49,79,,42,56.33333333,,101,70.66666667,,106,62.67620547
41,89.22,,86,55.66,,91,62.95,,50,45.97,,83,48.52557411,,27,14.47025052,,50,80,,43,51.66666667,,102,70,,107,66.41773102
42,89.32,,87,59.81,,92,62.67,,51,45.04,,84,48.81263048,,28,14.80949896,,51,79.66666667,,44,56,,103,69.66666667,,108,62.58052434
43,88.93,,88,69.03,,93,62.7,,52,40.98,,85,48.69519833,,29,12.17379958,,52,80.66666667,,45,52,,104,70.33333333,,109,63.59846558
44,88.67,,89,72.17,,94,62.69,,53,44.68,,86,48.91701461,,30,29.48851775,,53,80.66666667,,46,52.66666667,,105,71,,Def-KT,
45,89.07,,90,62.52,,95,63,,54,42.9,,87,49.23016701,,31,12.48695198,,54,80.66666667,,47,54.66666667,,106,71.66666667,,0,7.666666667
46,89.39,,91,69.13,,96,63.3,,55,46.23,,88,48.99530271,,32,11.93893528,,55,80.33333333,,48,54.66666667,,107,71,,0,7.666666667
47,89.53,,92,69.33,,97,63.43,,56,45.89,,89,49.26931106,,33,12.98277662,,56,81.33333333,,49,52.66666667,,108,70,,1,7.666666667
48,89.1,,93,63.43,,98,63.15,,57,43.85,,90,48.9039666,,34,16.02296451,,57,81.66666667,,50,55.33333333,,109,70,,2,8
49,88.94,,94,68.63,,99,63.45,,58,46.03,,91,49.09968685,,35,12.23903967,,58,82,,51,52.66666667,,110,71,,3,8
50,89.26,,95,69.03,,100,63.53,,59,45.72,,92,49.39979123,,36,18.21503132,,59,78.66666667,,52,55.66666667,,111,70.33333333,,4,37.66666667
51,89.13,,96,68.54,,101,63.41,,60,45.16,,93,49.49112735,,37,31.06732777,,60,80.33333333,,53,57.66666667,,112,70.33333333,,5,38.33333333
52,89.44,,97,64.58,,102,63.45,,61,44.41,,94,49.36064718,,38,27.85751566,,61,81.33333333,,54,56.66666667,,113,70.66666667,,6,37.66666667
53,89.55,,98,63.85,,103,63.54,,62,47.86,,95,49.62160752,,39,27.76617954,,62,81,,55,58.66666667,,114,71.33333333,,7,7.666666667
54,89.22,,Def-KT,,,104,63.57,,63,46.5,,96,49.64770355,,40,11.74321503,,63,79,,56,58,,115,71,,8,8.333333333
55,89.43,,0,11.71,,105,63.76,,64,46.22,,97,49.32150313,,41,30.44102296,,64,81.33333333,,57,57.66666667,,116,70.33333333,,9,9.666666667
56,89.27,,0,16.45,,106,63.72,,65,45.67,,98,49.56941545,,42,11.62578288,,65,81.66666667,,58,57.66666667,,117,69.66666667,,10,9.666666667
57,89.32,,1,30.04,,107,63.45,,66,46.81,,Def-KT,,,43,30.18006263,,66,78.66666667,,59,59,,118,69.66666667,,11,11
58,89.26,,2,32.57,,108,63.78,,67,44.82,,0,4.625790967,,44,30.50626305,,67,77.66666667,,60,54.66666667,,119,70.33333333,,12,43.33333333
59,90.08,,3,26.29,,109,63.79,,68,45.35,,0,22.13615536,,45,14.96607516,,68,79.33333333,,61,56.66666667,,120,70.33333333,,13,37
60,89.5,,4,38.84,,110,63.43,,69,47.85,,1,29.05302204,,46,31.19780793,,69,78,,62,58.33333333,,121,69.33333333,,14,32
61,89.75,,5,46.58,,111,63.59,,70,47.39,,2,32.23325333,,47,30.6236952,,70,77,,63,58.66666667,,122,71.33333333,,15,43.33333333
62,89.33,,6,38.21,,112,63.62,,71,47.74,,3,34.71525202,,48,12.80010438,,71,79.33333333,,64,58,,123,71,,16,38.33333333
63,89.31,,7,28.85,,113,63.77,,72,45.62,,4,36.38446432,,49,16.62317328,,72,78.66666667,,65,58.33333333,,124,71.33333333,,17,44.33333333
64,89.27,,8,38.99,,114,63.5,,73,47.28,,5,37.74274493,,50,31.81106472,,73,83,,66,57.33333333,,125,71,,18,41
65,89.73,,9,36.4,,115,63.98,,74,47.16,,6,39.04102117,,51,30.21920668,,74,82.33333333,,67,58.33333333,,126,71,,19,44.66666667
66,89.6,,10,49.1,,116,63.57,,75,48.56,,7,39.83198778,,52,16.36221294,,75,79,,68,57.66666667,,127,71,,20,39
67,89.42,,11,48.55,,117,63.87,,76,46.6,,8,41.03753,,53,16.25782881,,76,82,,69,57.66666667,,128,71.33333333,,21,45.33333333
68,89.96,,12,44.22,,118,63.44,,77,46.15,,9,41.8394065,,54,18.99791232,,77,81.66666667,,70,58.33333333,,129,73,,22,46
69,89.66,,13,41.64,,119,64.24,,78,46.41,,10,42.18306786,,55,13.89613779,,78,82.33333333,,71,59,,130,71,,23,49
70,89.8,,14,44.4,,120,63.96,,79,47.55,,11,42.641283,,56,18.91962422,,79,84,,72,56,,131,71.33333333,,24,47.66666667
71,89.7,,15,47.1,,121,63.98,,80,45.82,,12,42.87039057,,57,17.28862213,,80,82.33333333,,73,53,,132,70.66666667,,25,48
72,89.54,,16,38.9,,122,63.89,,81,46.46,,13,43.25223653,,58,30.25835073,,81,81.66666667,,74,55.33333333,,133,71,,26,46.66666667
73,89.85,,17,46.85,,123,64.31,,82,47.78,,14,43.46497927,,59,27.58350731,,82,83.33333333,,75,54.33333333,,134,70.66666667,,27,33
74,89.92,,18,51.06,,124,63.94,,83,48.17,,15,43.86319005,,60,14.78340292,,83,84,,76,53.66666667,,135,70.66666667,,28,38.33333333
75,89.57,,19,54.54,,125,64.04,,84,47.23,,16,44.34322496,,61,28.10542797,,84,82.33333333,,77,58.33333333,,136,71,,29,44.66666667
76,89.74,,20,55.06,,126,64.24,,85,48.8,,17,44.7359808,,62,17.04070981,,85,83,,78,60.66666667,,137,71,,30,45
77,89.48,,21,50.05,,127,63.85,,86,45.87,,18,45.10691687,,63,30.27139875,,86,84.33333333,,79,60,,138,71,,31,39
78,89.27,,22,55.26,,128,63.82,,87,47.98,,19,45.39057386,,ScaleSFL,,,87,82.33333333,,80,59.33333333,,139,71,,32,42.33333333
79,89.44,,23,49.12,,129,63.89,,88,48.76,,20,45.75605499,,0,1.330897704,,88,81,,81,59.33333333,,140,71.66666667,,33,54
80,89.96,,24,52.32,,130,64.29,,89,49.31,,21,45.90333842,,0,11.37787056,,89,82.33333333,,82,59.66666667,,141,73,,34,56
81,90.15,,25,52.19,,131,64.03,,90,49.69,,22,46.08335152,,1,11.10386221,,90,83.33333333,,83,59.33333333,,142,70.33333333,,35,63
82,89.93,,26,53.42,,132,64.11,,91,49.53,,23,46.55793149,,2,11.74321503,,91,81.66666667,,84,58.66666667,,143,71,,36,60.33333333
83,89.73,,27,53.25,,133,63.88,,92,50.81,,24,46.72703469,,3,16.41440501,,92,82.33333333,,85,59.33333333,,144,71.33333333,,37,41.33333333
84,90.15,,28,48.86,,134,64.02,,93,51.69,,25,47.01069169,,4,14.18319415,,93,83.66666667,,86,59.33333333,,145,71.33333333,,38,38
85,89.83,,29,55.08,,135,64.24,,94,49.12,,26,46.98887192,,5,18.09759916,,94,81.66666667,,87,60.66666667,,146,72,,39,60
86,89.81,,30,53.95,,136,64.26,,Def-KT,,,27,47.15252018,,6,15.48799582,,95,80.66666667,,88,62,,147,71.66666667,,40,42.66666667
87,89.42,,31,57.94,,137,64.04,,0,1.07,,28,47.28889374,,7,18.17588727,,96,79,,89,63.66666667,,148,70.66666667,,41,43.33333333
88,89.62,,32,54.9,,138,64.63,,0,14.64,,29,47.63801004,,8,25.45668058,,97,78.66666667,,90,64.66666667,,149,70.33333333,,42,38.33333333
89,89.86,,33,53.87,,139,63.73,,1,18.42,,30,47.87257255,,9,17.6539666,,98,81.33333333,,91,64.66666667,,150,71.66666667,,43,44
90,89.91,,34,52.82,,140,63.73,,2,20.01,,31,47.97621645,,10,10.19050104,,99,80.66666667,,92,64.33333333,,151,71.33333333,,44,35
91,90.11,,35,53.59,,141,63.97,,3,21.2,,32,47.95439668,,11,18.00626305,,100,82.66666667,,93,64,,152,71,,45,35.66666667
92,90.07,,36,53.54,,142,64.05,,4,23.42,,33,48.24350862,,12,11.67797495,,101,84,,94,63.33333333,,153,71.33333333,,46,59
93,89.96,,37,55.65,,143,64.15,,5,24.43,,34,48.4344316,,13,16.61012526,,102,82,,95,63.33333333,,154,71.33333333,,47,60.66666667
94,89.85,,38,50.81,,144,63.9,,6,28.36,,35,48.54353044,,14,10.71242171,,103,81.66666667,,96,63.66666667,,155,71,,48,47
95,89.69,,39,54.6,,145,64.4,,7,27.29,,36,48.78900284,,15,14.80949896,,104,82,,97,63.66666667,,156,71,,49,46
96,89.56,,40,61.46,,146,64.12,,8,27.17,,37,48.77263801,,16,17.15814196,,105,81,,98,63.33333333,,157,69.66666667,,50,39.66666667
97,89.71,,41,53.16,,147,64.55,,9,26.92,,38,48.81627755,,17,15.43580376,,106,80.33333333,,99,64,,158,70,,51,47
98,89.83,,42,44.23,,148,64.53,,10,29.79,,39,49.06720489,,18,13.17849687,,107,81.33333333,,100,61.33333333,,159,71,,52,47.66666667
99,89.9,,43,57.04,,149,64.38,,11,29.6,,40,49.06720489,,19,25.3131524,,108,82.66666667,,101,61.33333333,,160,70.66666667,,53,46
100,89.79,,44,48.94,,150,64.43,,12,29.75,,41,49.27449269,,20,15.44885177,,109,81.33333333,,102,61.66666667,,161,71,,54,45.66666667
101,89.95,,45,50.97,,151,64.15,,13,28.31,,42,49.15448396,,21,20.34185804,,110,83,,103,62.33333333,,162,71,,55,63.66666667
102,89.57,,46,52.63,,152,64.68,,14,29.04,,43,49.44905084,,22,14.18319415,,111,83,,104,63.33333333,,163,71.33333333,,56,60.66666667
